id,nombre,desc
GINSENG9,"Ginseng","During the past 12 months, have you used any of the following for your health? Ginseng"
GINSGEN9,"Ginseng - General Health","If YES to GINSENG9: Please tell me whether or not you use ginseng: For general health?"
GINSHAR9,"Ginseng - Heart","If YES to GINSENG9: Please tell me whether or not you use ginseng: To reduce the risk of heart disease?"
GINSMEM9,"Ginseng - Improve Memory","If YES to GINSENG9: Please tell me whether or not you use ginseng: To improve memory?"
GINSMEN9,"Ginseng - Menopausal symptoms","If YES to GINSENG9: Please tell me whether or not you use ginseng: To relieve menopausal symptoms?"
GINSOST9,"Ginseng - Osteoporosis","If YES to GINSENG9: Please tell me whether or not you use ginseng: To reduce the risk of osteoporosis?"
GINSOTH9,"Ginseng - Other reason","If YES to GINSENG9: Please tell me whether or not you use ginseng: Is there any other reason you use ginseng?"
GINSSPE9,"Ginseng - Other specify","If YES to GINSENG9: Please tell me whether or not you use ginseng: Is there any other reason you use ginseng? Specify"
GINSADV9,"Ginseng - Provider advice","If YES to GINSENG9: Please tell me whether or not you use ginseng: On advice from health care provider?"
GINSPER9,"Ginseng - Regulate Periods","If YES to GINSENG9: Please tell me whether or not you use ginseng: To regulate periods?"
GINSWGH9,"Ginseng - Weight","If YES to GINSENG9: Please tell me whether or not you use ginseng: To lose weight or to stay the same weight?"
GINSLOO9,"Ginseng - Young Looking","If YES to GINSENG9: Please tell me whether or not you use ginseng: To stay young-looking?"
GLOBCER9,"Global cereal servings","About how many servings of cold cereal do you eat? (Global cereal servings)"
GLOBFRT9,"Global fruit servings, excluding juices","About how many servings of fruit do you eat, not counting juices? (Global fruit servings, excl juices)"
GLOBMLK9,"Global milk servings by glass","About how many glasses of milk (or chocolate milk) do you drink? (Global milk servings by glass)"
GLOBVEG9,"Global vegetable servings, excluding salad/potato","About how many servings of vegetables do you eat, per day or week, not counting salad or potatoes? (Global vegetable servings, excl salad/potato)"
GLUSAMI9,"Glucosamine","During the past 12 months, have you used any of the following for your health? Glucosamine with or without Chondroitin"
GLUSGEN9,"Glucosamine - General Health","If YES to GLUSAMI9: Please tell me whether or not you use glucosamine with or without Chondroitin: For general health?"
GLUSHAR9,"Glucosamine - Heart","If YES to GLUSAMI9: Please tell me whether or not you use glucosamine with or without Chondroitin: To reduce the risk of heart disease?"
GLUSMEM9,"Glucosamine - Improve Memory","If YES to GLUSAMI9: Please tell me whether or not you use glucosamine with or without Chondroitin: To improve memory?"
GLUSMEN9,"Glucosamine - Menopausal symptoms","If YES to GLUSAMI9: Please tell me whether or not you use glucosamine with or without Chondroitin: To relieve menopausal symptoms?"
GLUSOST9,"Glucosamine - Osteoporosis","If YES to GLUSAMI9: Please tell me whether or not you use glucosamine with or without Chondroitin: To reduce the risk of osteoporosis?"
GLUSOTH9,"Glucosamine - Other reason","If YES to GLUSAMI9: Please tell me whether or not you use glucosamine with or without Chondroitin: Is there any other reason you use glucosamine with or without Chondroitin?"
GLUSSPE9,"Glucosamine - Other specify","If YES to GLUSAMI9: Please tell me whether or not you use glucosamine with or without Chondroitin: Is there any other reason you use glucosamine with or without Chondroitin? Specify"
GLUSADV9,"Glucosamine - Provider advice","If YES to GLUSAMI9: Please tell me whether or not you use glucosamine with or without Chondroitin: On advice from health care provider?"
GLUSPER9,"Glucosamine - Regulate Periods","If YES to GLUSAMI9: Please tell me whether or not you use glucosamine with or without Chondroitin: To regulate periods?"
GLUSWGH9,"Glucosamine - Weight","If YES to GLUSAMI9: Please tell me whether or not you use glucosamine with or without Chondroitin: To lose weight or to stay the same weight?"
GLUSLOO9,"Glucosamine - Young Looking","If YES to GLUSAMI9: Please tell me whether or not you use glucosamine with or without Chondroitin: To stay young-looking?"
GUILPAN9,"Guilty this week","Indicate in the space next to each item how strongly you have experienced these feelings this past week: Guilty"
BLUES9,"Had blues past week","During the past week: I felt that I could not shake off the blues even with help from my friends"
HAPPY9,"Happy past week","During the past week: I was happy"
FEAROLD9,"Hard to find contentment when old","Please indicate the extent you personally agree or disagree with the following statements about yourself: I fear it will be very hard for me to find contentment in old age."
HOTCOLD9,"Hate being too hot/cold","The next question deals with how you respond to your physical senses. Please indicate the degree to which each statement is TRUE OF YOU in general: I hate to be too hot or too cold."
HDACHE9,"Headaches past 2 weeks","Thinking back over the past two weeks, how often have you had: Headaches?"
RXTRMLK9,"Health care professional recommended leakage treatment","Did a doctor, nurse or other health care professional recommend or prescribe any treatment for your urine leakage?"
HCPADVI9,"Health care provider advised","I am going to read a list of some reasons why women start taking hormones, not including birth control pills. For each one, please tell me if it is a reason why you started taking hormones: A health care provider advised me to take them"
ADVISTO9,"Health care provider advised to stop","Since your last study visit, you were taking hormones and then stopped. What were your reasons for stopping? My health care provider advised me to stop (for medical reasons)"
PRVIDER9,"Health care provider for women's health","Do you have a health care provider from whom you primarily get your care for women's health conditions? (If you have ab obstetrician or gynecologist (ob/gyn) refer to him or her. If you don't, refer to the person from whom you get care for women's health)."
SPECIAL9,"Health care provider specialty - other specify","Which of the following best describes this provider's specialty? - Specify"
